ex1,ex2,ex3,ex4,ex5
1.0117659445971596,1.020855892755932,1.0214943243684123,1.006860008796195,1.0138931698252602
1.1351670096984947,1.2425621951550248,1.108572101802833,1.1201335300225097,1.2717923985575497
