N1,N2,N3
1.0097583453290186,1.0149890506896406,1.0058247793746138
1.0252027068989293,1.0447282715186255,1.0344867543025862
1.0328003728429849,1.0372607642171163,1.0405747407101587
1.09276829397844,1.0960934510177922,1.148827804094299
1.1942875221232667,1.162378263143483,1.1778807796541362
1.3743256898642064,1.3649236357574877,1.435265690134569
1.36555277106928,1.5106250828877752,1.411011624706411
1.3059886686968922,1.276119494365282,1.3586330088548688
